dia,fecha,tema,fb,ig,hashtags,cta,url_imagen
70,2026-11-04,Valledupar y su crecimiento urbano: lo que implica para el agua,"Valledupar crece hacia el norte y el oriente. Cada hectárea nueva de ciudad tiene tres consecuencias hídricas, y todas se deciden años antes de la primera casa.

1. MÁS DEMANDA. La ciudad no crece solo en habitantes: crece en dotación por habitante. Más zonas verdes regadas, más comercio. Y el caudal disponible depende del Guatapurí, un río de montaña con estiaje marcado. La oferta no crece porque crezca el perímetro urbano.

2. MÁS ESCORRENTÍA. Un lote en pastos infiltra; pavimentado no. Al impermeabilizar, el agua corre por la superficie, más rápido y en mayor volumen. La red pluvial de hace veinte años recibe hoy el agua de una ciudad más grande. Por eso se inundan esquinas que antes no se inundaban.

3. MÁS PRESIÓN SOBRE LAS RONDAS. El suelo más barato suele ser el más cercano a los arroyos. Es exactamente el suelo que no se debe urbanizar.

La conclusión: la disponibilidad hídrica y la capacidad de drenaje son insumo del ordenamiento territorial, no un capítulo que se escribe después de decidir dónde va la expansión.

Se planea la ciudad con el agua que hay. No al revés.","Valledupar crece hacia el norte y el oriente. Cada hectárea nueva tiene tres consecuencias hídricas:

1. MÁS DEMANDA — la ciudad crece en habitantes y en dotación por habitante. Pero la oferta depende del Guatapurí, un río con estiaje marcado. No crece porque crezca el perímetro.

2. MÁS ESCORRENTÍA — un lote en pastos infiltra; pavimentado no. El agua corre más rápido y en más volumen. Por eso se inundan esquinas que antes no se inundaban.

3. MÁS PRESIÓN SOBRE LAS RONDAS — el suelo más barato es el más cercano al arroyo. Y es el que no se debe urbanizar.

Se planea la ciudad con el agua que hay. No al revés.",#SOSING #Valledupar #Cesar #SierraNevada #MedioAmbiente #Caribe #Colombia #Biodiversidad,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_70.png
71,2026-11-05,Plan de contingencia para manejo de hidrocarburos,"Un plan de contingencia para hidrocarburos no es una carpeta. Responde a una pregunta concreta: si se derrama combustible aquí, a esta hora, ¿qué pasa en los primeros treinta minutos?

Lo que debe tener:

· ANÁLISIS POR ESCENARIO. Volumen máximo probable, causa y trayectoria. Un derrame en patio de tanques no se atiende como uno en carretera junto a un caño.
· TIEMPO DE LLEGADA al cuerpo de agua más cercano. Ese número condiciona todo.
· PUNTOS DE CONTROL verificados en campo: dónde se instala la barrera, en qué margen, por dónde entra el vehículo.
· NIVELES DE ACTIVACIÓN y cadena de llamadas con nombres y celulares, no con cargos.
· RECURSOS REALES inventariados y ubicados, con responsable de mantenimiento: barreras, absorbentes, tambores, EPP.
· RESIDUOS. El suelo contaminado y los absorbentes usados son residuo peligroso: exigen gestor autorizado.
· SIMULACROS con registro.

El marco lo dan la Ley 1523 de 2012 y el Plan Nacional de Contingencia frente a derrames de hidrocarburos.

Un plan que nunca se simuló no se conoce. Y lo que no se conoce, en emergencia, no se usa.","Un plan de contingencia para hidrocarburos no es una carpeta. Responde a: si se derrama aquí, a esta hora, ¿qué pasa en los primeros 30 minutos?

Lo que debe tener:
· Escenarios con volumen probable y trayectoria
· Tiempo de llegada al cuerpo de agua más cercano ← condiciona todo
· Puntos de control verificados en campo: dónde va la barrera y por dónde se llega
· Cadena de llamadas con nombres y celulares, no cargos
· Recursos inventariados y ubicados, con responsable
· Manejo del residuo peligroso resultante
· Simulacros con registro

Marco: Ley 1523 de 2012 y el Plan Nacional de Contingencia.

Lo que no se simula, en emergencia no se usa.",#SOSING #Valledupar #Cesar #NormativaAmbiental #CORPOCESAR #LicenciaAmbiental #GestionAmbiental #IngenieriaAmbiental,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_71.png
72,2026-11-06,Interventoría ambiental: qué revisa realmente el interventor,"La pregunta que más nos hacen los contratistas: ¿qué revisa realmente un interventor ambiental?

· PERMISOS. Concesión, vertimientos, ocupación de cauce, aprovechamiento forestal, emisiones. Con sus obligaciones, no solo el número de resolución.
· CUMPLIMIENTO FICHA POR FICHA del plan de manejo. Cada ficha tiene indicadores y metas: se verifican con evidencia, no con relato.
· MATERIALES. Fuentes con título y permisos vigentes; escombros a sitio autorizado.
· RESIDUOS. Segregación, almacenamiento temporal, actas de disposición y gestores autorizados.
· AGUAS Y SEDIMENTOS. Escorrentía, sedimentadores, lavado de llantas y canecas.
· AIRE Y RUIDO. Riego de vías, carpado de volquetas, horarios.
· FORESTAL. Individuos autorizados frente a intervenidos, y compensaciones ejecutadas y sobrevivientes.
· SOCIAL Y SST. PQRS, actas de socialización, EPP en uso.

Y una advertencia: bajo la Ley 1474 de 2011 el interventor responde civil, fiscal, penal y disciplinariamente por los hechos y omisiones que le sean imputables.

Firmar un recibo que no corresponde no es un favor. Es un riesgo personal.","¿Qué revisa realmente un interventor ambiental?

· Permisos vigentes Y sus obligaciones específicas
· Cumplimiento ficha por ficha del PMA, con evidencia
· Fuentes de material con título; escombros a sitio autorizado
· Residuos: segregación, actas de disposición, gestor autorizado
· Escorrentía, sedimentadores, lavado de llantas
· Riego de vías, carpado de volquetas, ruido y horarios
· Forestal: autorizados vs. intervenidos, y compensaciones SOBREVIVIENTES
· PQRS, actas de socialización, EPP

Y algo que conviene saber: bajo la Ley 1474 de 2011 el interventor responde civil, fiscal, penal y disciplinariamente.

Firmar un recibo que no corresponde no es un favor. Es un riesgo personal.",#SOSING #Valledupar #Cesar #IngenieriaAmbiental #TrabajoDeCampo #ConsultoriaAmbiental #IngenieriaColombia #Ingenieria,¿Necesitas interventoría ambiental para un contrato en ejecución? Escríbenos: comercial@sosinggroup.com,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_72.png
73,2026-11-07,Gestión del riesgo en el sector minero del Cesar,"En una operación a cielo abierto el riesgo no es un evento aislado: es una condición diaria que se administra.

Los escenarios a cubrir:

· TALUDES Y BOTADEROS. La estabilidad del estéril apilado depende del ángulo, del drenaje interno y del control de infiltración. Un botadero mal drenado falla en lluvias, no en verano.
· AGUAS DE CONTACTO. El agua que toca material intervenido no se debe mezclar con la escorrentía limpia. Separar los flujos desde el diseño es más barato que tratar todo.
· CALIDAD DEL AIRE. Material particulado por voladura, volquetas y erosión eólica de pilas. Se controla con riego y cobertura, y se verifica con monitoreo frente a la norma nacional.
· VOLADURAS. Vibración y onda aérea con monitoreo instrumentado y protocolo previo con las comunidades.
· CIERRE. El escenario que menos se atiende y el más costoso.

La Ley 1523 de 2012 obliga a las entidades que desarrollan actividades de alto riesgo a formular su propio plan y articularlo con el municipal. Ahí está la debilidad frecuente: planes sólidos que nunca se sentaron en la mesa del consejo municipal.","En minería a cielo abierto el riesgo no es un evento. Es una condición diaria que se administra.

· TALUDES Y BOTADEROS — la estabilidad depende del ángulo, el drenaje interno y el control de infiltración. Un botadero mal drenado falla en lluvias.
· AGUAS DE CONTACTO — separarlas de la escorrentía limpia desde el diseño es más barato que tratar todo.
· AIRE — particulado por voladura, volquetas y erosión de pilas. Riego, cobertura y monitoreo.
· VOLADURAS — vibración y onda aérea instrumentadas.
· CIERRE — el menos atendido y el más costoso.

La Ley 1523 obliga a las actividades de alto riesgo a articular su plan con el municipal.

La emergencia no distingue linderos de título.",#SOSING #Valledupar #Cesar #GestionDelRiesgo #Ley1523 #GestionDelRiesgoDeDesastres #ResilienciaTerritorial #Prevencion,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_73.png
74,2026-11-08,Captación superficial vs. subterránea: cómo se decide,"No es una preferencia técnica. Es un análisis de alternativas con seis variables.

1. OFERTA. En superficial se necesita la serie de caudales y la curva de duración: lo que importa no es el caudal medio, es el caudal en estiaje. En subterránea, la prueba de bombeo define caudal seguro y abatimiento.

2. CAUDAL AMBIENTAL. De un río no se puede tomar todo. Lo que queda en el cauce es una restricción de diseño, no un trámite.

3. CALIDAD. La superficial cambia con la lluvia —turbiedad y carga microbiológica— y exige planta convencional. La subterránea es más estable, pero puede traer hierro, manganeso o dureza, y cerca de la costa, intrusión salina.

4. ENERGÍA. Un pozo bombea siempre; una captación por gravedad no. Esa diferencia se paga cada mes durante toda la vida del sistema.

5. TRÁMITE. La subterránea suma permiso de prospección y exploración antes de perforar. Perforar sin él es un sancionatorio.

6. VULNERABILIDAD. Ante sequía prolongada el acuífero responde mejor; ante sobreexplotación, no perdona.

La decisión se toma con costos de ciclo de vida, no con el valor de la obra.","Superficial o subterránea no es una preferencia. Es un análisis de alternativas con 6 variables:

1. OFERTA — en río importa el caudal en estiaje, no el medio. En pozo, la prueba de bombeo.
2. CAUDAL AMBIENTAL — lo que queda en el cauce es restricción de diseño, no trámite.
3. CALIDAD — superficial: turbiedad y microbiología. Subterránea: hierro, manganeso, dureza, intrusión salina.
4. ENERGÍA — un pozo bombea siempre. La gravedad no cobra.
5. TRÁMITE — sin permiso de prospección, perforar es un sancionatorio.
6. VULNERABILIDAD ante sequía y sobreexplotación.

Se decide con costo de ciclo de vida, no con valor de obra.",#SOSING #Valledupar #Cesar #AguaPotable #Saneamiento #IngenieriaSanitaria #AguaParaTodos #RecursoHidrico,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_74.png
75,2026-11-09,Nuestras herramientas de campo y por qué las calibramos,"Un dato tomado con un equipo descalibrado no es un dato. Es una cifra con decimales.

Lo que llevamos a campo y qué exige cada cosa:

· MULTIPARÁMETRO (pH, conductividad, oxígeno disuelto, temperatura). Se calibra con soluciones patrón antes de cada jornada y se verifica al terminar. El oxígeno disuelto se ajusta por presión atmosférica: el mismo equipo lee distinto en la Sierra y en el valle.
· SONÓMETRO. Verificación con calibrador acústico antes y después de cada medición. Si la lectura posterior se sale del margen admitido, la medición se repite.
· RECEPTOR GNSS. Configurado en el sistema de referencia oficial y con registro de la precisión alcanzada. Un punto sin precisión declarada no sirve para cartografía.
· CORRENTÓMETRO. Certificado de calibración vigente y hélice revisada.

Todo con certificados trazables a patrones nacionales y bitácora de verificación firmada.

¿Por qué tanto? Porque un dato de campo se defiende meses después, cuando ya nadie recuerda ese día. Lo único que queda es el registro: el formato, la foto, la cadena de custodia y el certificado del equipo.","Un dato tomado con un equipo descalibrado no es un dato. Es una cifra con decimales.

· MULTIPARÁMETRO — soluciones patrón antes de cada jornada. El oxígeno disuelto se ajusta por presión: lee distinto en la Sierra y en el valle.
· SONÓMETRO — calibrador acústico antes y después. Si la lectura final se sale del margen, se repite la medición.
· GNSS — sistema de referencia oficial y precisión declarada. Sin precisión, no sirve para cartografía.
· CORRENTÓMETRO — certificado vigente y hélice revisada.

Todo con trazabilidad y bitácora firmada.

Un dato se defiende meses después. Lo único que queda es el registro.",#SOSING #Valledupar #Cesar #EquipoSOSING #IngenieriaColombia #TalentoDelCesar #SeguridadYSalud #OrgulloVallenato,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_75.png
76,2026-11-10,Cómo elegir un socio para consorcio: nuestra lista de verificación,"En un consorcio la responsabilidad es solidaria: el incumplimiento del otro es suyo. Por eso al socio se le estudia igual que a un contrato.

Nuestra lista de verificación, en orden:

1. RUP EN FIRME, no en trámite. Con los códigos UNSPSC que realmente aporta al proceso y el valor de su mayor contrato individual.
2. CAPACIDAD RESIDUAL DISPONIBLE. De poco sirve un socio con gran experiencia si ya está comprometido y no habilita.
3. INDICADORES FINANCIEROS QUE COMPLEMENTEN, no que repitan. Dos socios fuertes en lo mismo y débiles en lo mismo no suman.
4. ANTECEDENTES. Inhabilidades, sanciones registradas, antecedentes fiscales y disciplinarios. Se consultan, no se preguntan.
5. HISTORIAL DE CUMPLIMIENTO, con las liquidaciones de contratos anteriores a la vista.
6. EQUIPO PROFESIONAL PROPIO y disponible, no hojas de vida conseguidas para el pliego.
7. ACUERDO ESCRITO ANTES DE PRESENTAR: quién ejecuta qué, quién factura, cómo se reparte el anticipo, quién aporta cada garantía.

El punto 7 evita la mayoría de los pleitos entre socios, y es el que más se improvisa la noche del cierre.","En consorcio la responsabilidad es solidaria: el incumplimiento del otro es su incumplimiento. Al socio se le estudia como a un contrato.

1. RUP en firme, no en trámite — con los códigos que sí aporta
2. Capacidad residual disponible
3. Indicadores financieros que COMPLEMENTEN, no que repitan
4. Antecedentes: inhabilidades, sanciones, fiscales y disciplinarios. Se consultan, no se preguntan
5. Historial de cumplimiento con liquidaciones a la vista
6. Equipo propio, no hojas de vida conseguidas para el pliego
7. Acuerdo escrito ANTES de presentar

El punto 7 evita casi todos los pleitos. Y es el que más se improvisa la noche del cierre.",#SOSING #Valledupar #Cesar #ContratacionPublica #SECOPII #Licitaciones #Consorcio #RUP #AlianzasEstrategicas,¿Buscas socio para un proceso en Cesar o La Guajira? Escríbenos: comercial@sosinggroup.com,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_76.png
77,2026-11-11,Minería y territorio en el Cesar: el pasivo ambiental que viene,"Toda mina cierra. Es la única certeza de la actividad minera. Y el pasivo ambiental no nace el día del cierre: nace el día en que el cierre no se provisiona.

Qué queda físicamente cuando una operación a cielo abierto termina:

· Tajos que se llenan de agua y forman cuerpos hídricos artificiales, con una calidad que hay que monitorear por años.
· Botaderos de estéril que deben quedar geotécnicamente estables y con cobertura vegetal establecida, no apenas sembrada.
· Suelo que perdió su horizonte orgánico. Recuperarlo es más lento y más caro que moverlo.
· Vías industriales, patios y campamentos por desmantelar o reconvertir.

Y qué queda socialmente: una economía local construida alrededor de una actividad que ya no está.

El cierre se planea desde el plan de manejo, con costos, cronograma y garantías. El monitoreo posterior se extiende años después de la última tonelada, y alguien tiene que ejecutarlo y pagarlo.

Para el Cesar la pregunta no es si esto va a pasar. Es si los municipios están construyendo hoy la capacidad técnica para verificarlo. Esa capacidad se construye antes.","Toda mina cierra. Es la única certeza de la minería.

El pasivo ambiental no nace el día del cierre. Nace el día en que el cierre no se provisiona.

Qué queda:
· Tajos convertidos en cuerpos de agua que hay que monitorear por años
· Botaderos que deben quedar estables y con cobertura ESTABLECIDA, no sembrada
· Suelo sin horizonte orgánico: recuperarlo es más lento que moverlo
· Infraestructura por desmantelar o reconvertir
· Una economía local construida sobre lo que ya no está

Para el Cesar la pregunta no es si va a pasar. Es si los municipios tendrán capacidad técnica para verificar el cierre.

Esa capacidad se construye antes.",#SOSING #Valledupar #Cesar #SierraNevada #MedioAmbiente #Caribe #Colombia #Biodiversidad,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_77.png
78,2026-11-12,PGIRS: el plan que define si un municipio puede prestar aseo,"El PGIRS no es un documento ambiental de anaquel. Es el instrumento que define qué actividades de aseo se prestan en el municipio y cómo se financian.

Lo formula el municipio conforme al Decreto 1077 de 2015 y a la metodología nacional vigente. Tiene horizonte de doce años y se revisa cada cuatro, al inicio de cada periodo de alcalde.

Sus programas cubren, entre otros:
· Institucional para la prestación del servicio
· Recolección, transporte y transferencia
· Barrido y limpieza de vías y áreas públicas
· Corte de césped y poda de árboles
· Lavado de áreas públicas
· Aprovechamiento e inclusión de recicladores de oficio
· Disposición final
· Residuos especiales y de construcción y demolición
· Gestión de residuos en el área rural
· Gestión del riesgo asociada al servicio

Aquí está lo que casi nadie conecta: la regulación tarifaria del aseo toma del PGIRS las frecuencias, las áreas y las cantidades de varias de esas actividades. Si el PGIRS no las define, o las define mal, el prestador no las puede trasladar correctamente a la tarifa.

Un PGIRS desactualizado se paga en la calle.","El PGIRS no es un documento de anaquel. Define qué actividades de aseo se prestan y cómo se financian.

Decreto 1077 de 2015. Horizonte de 12 años, revisión cada 4, al inicio de cada periodo de alcalde.

Cubre: recolección y transporte, barrido y limpieza, corte de césped y poda, lavado de áreas públicas, aprovechamiento e inclusión de recicladores, disposición final, RCD, área rural y gestión del riesgo.

Lo que casi nadie conecta: la tarifa de aseo toma del PGIRS las frecuencias, áreas y cantidades. Si el PGIRS no las define bien, el prestador no las puede trasladar a la tarifa.

Se barre y se poda sin recursos. Un PGIRS desactualizado se paga en la calle.",#SOSING #Valledupar #Cesar #NormativaAmbiental #CORPOCESAR #LicenciaAmbiental #GestionAmbiental #IngenieriaAmbiental,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_78.png
79,2026-11-13,Supervisión técnica de obra: el acta que salva contratos,"En una obra, lo que no está en un acta no ocurrió. Así de simple es la regla cuando aparece una reclamación.

Las actas que lo sostienen:

· ACTA DE VECINDAD, antes de empezar. Estado de predios, vías y redes colindantes con registro fotográfico fechado. Es la única defensa frente a reclamaciones por daños preexistentes.
· ACTA DE INICIO. Fija el arranque efectivo del plazo.
· BITÁCORA DIARIA. Clima, personal, equipos, actividades, novedades. Firmada. Sin ella no se prueba un día perdido por lluvia.
· ACTAS DE COMITÉ con compromiso, responsable y fecha.
· ACTA DE SUSPENSIÓN. La más importante y la que más se demora en firmar. Debe indicar causa, fecha, avance y condiciones de reinicio. Suspender de hecho sin acta convierte un retraso justificado en un incumplimiento.
· ACTAS PARCIALES con cantidades medidas en obra, no estimadas.

Y una regla que ahorra pleitos: las mayores cantidades y las obras adicionales se autorizan por escrito ANTES de ejecutarse. Ejecutar primero y legalizar después lleva a obra que nadie puede pagar.

La supervisión no es desconfianza. Es memoria escrita.","En obra, lo que no está en un acta no ocurrió. La regla aparece cuando llega la reclamación.

· ACTA DE VECINDAD antes de empezar — la única defensa frente a daños preexistentes
· ACTA DE INICIO — fija el arranque del plazo
· BITÁCORA DIARIA firmada — sin ella no se prueba un día perdido por lluvia
· ACTAS DE COMITÉ con responsable y fecha
· ACTA DE SUSPENSIÓN — causa, fecha, avance y condiciones de reinicio. Suspender de hecho sin acta convierte un retraso justificado en incumplimiento
· ACTAS PARCIALES con cantidades medidas en obra

Y la regla de oro: mayores cantidades y obras adicionales se autorizan ANTES de ejecutarse.

La supervisión no es desconfianza. Es memoria escrita.",#SOSING #Valledupar #Cesar #IngenieriaAmbiental #TrabajoDeCampo #ConsultoriaAmbiental #IngenieriaColombia #Ingenieria,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_79.png
80,2026-11-14,Cambio climático: planes municipales de adaptación,"La adaptación al cambio climático no es un plan más. Es un ajuste a los planes que el municipio ya tiene.

La Ley 1931 de 2018 organizó la gestión del cambio climático y creó los planes integrales territoriales. Para un municipio la ruta práctica es concreta:

1. PARTIR DE ESCENARIOS, no de percepciones. Las proyecciones nacionales de temperatura y precipitación son el insumo.

2. TRADUCIR EL ESCENARIO A AMENAZA. Más días secos consecutivos significa presión sobre la captación e incendios de cobertura. Lluvia más intensa en menos días, drenaje insuficiente y crecientes súbitas.

3. IDENTIFICAR VULNERABILIDAD por sector: agua, salud, producción agropecuaria, vías.

4. PRIORIZAR MEDIDAS SIN ARREPENTIMIENTO, las que sirven aunque el escenario no se cumpla: reducir pérdidas, proteger la ronda hídrica, mejorar el drenaje, diversificar la fuente.

5. INSERTARLAS DONDE TIENEN DIENTES: el ordenamiento territorial, el plan de desarrollo con su presupuesto, el PMGRD y el PSMV.

Un plan de adaptación que no queda dentro de un instrumento con presupuesto es un diagnóstico.","La adaptación al cambio climático no es un plan más. Es un ajuste a los planes que el municipio ya tiene.

La ruta práctica:
1. Partir de escenarios, no de percepciones
2. Traducir escenario a amenaza — más días secos = presión sobre la captación e incendios; lluvia intensa en menos días = drenaje insuficiente
3. Vulnerabilidad por sector: agua, salud, agro, vías
4. Priorizar medidas sin arrepentimiento: reducir pérdidas, proteger la ronda, mejorar drenaje, diversificar la fuente
5. Insertarlas donde tienen dientes: POT, plan de desarrollo, PMGRD, PSMV

Un plan que no queda en un instrumento con presupuesto es un diagnóstico.

En el Caribe seco esto no es 2050. Es la próxima temporada seca.",#SOSING #Valledupar #Cesar #GestionDelRiesgo #Ley1523 #GestionDelRiesgoDeDesastres #ResilienciaTerritorial #Prevencion,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_80.png
81,2026-11-15,Saneamiento básico rural: soluciones individuales que sí funcionan,"Donde no hay alcantarillado y no lo va a haber, una solución individual bien diseñada no es un remiendo. Es la solución correcta.

Y no suele ser lo que se construye. Un pozo séptico solo no es un sistema. El tren completo para una vivienda rural es:

TRAMPA DE GRASAS → TANQUE SÉPTICO → FILTRO ANAEROBIO DE FLUJO ASCENDENTE → CAMPO DE INFILTRACIÓN o pozo de absorción

Lo que define si funciona:

· PRUEBA DE INFILTRACIÓN EN EL SITIO. La capacidad del suelo define el área del campo de infiltración. Sin ese ensayo, el dimensionamiento es una adivinanza.
· NIVEL FREÁTICO. Si está alto, el campo no opera y contamina el acuífero del que la misma vereda toma agua. Ahí la respuesta puede ser un sistema elevado o una solución seca.
· DISTANCIAS MÍNIMAS a pozos, aljibes y viviendas, según la norma técnica.
· MANTENIMIENTO. El tanque debe evacuarse periódicamente y esos lodos requieren manejo. Un tanque que nunca se limpia deja de tratar y colmata el filtro.

Lo que hace fallar estos sistemas casi nunca es el diseño. Es que nadie le explicó al usuario que hay que mantenerlos, ni cada cuánto.","Donde no hay alcantarillado y no lo va a haber, la solución individual bien diseñada no es un remiendo. Es la correcta.

Un pozo séptico solo NO es un sistema. El tren completo es:

Trampa de grasas → tanque séptico → filtro anaerobio de flujo ascendente → campo de infiltración

Lo que define si funciona:
· Prueba de infiltración en el sitio. Sin ella, el dimensionamiento es adivinanza
· Nivel freático: si está alto, contamina el acuífero de la misma vereda
· Distancias mínimas a pozos y aljibes
· Mantenimiento: el tanque se evacúa, y esos lodos se manejan

Estos sistemas rara vez fallan por diseño. Fallan porque nadie explicó cómo mantenerlos.",#SOSING #Valledupar #Cesar #AguaPotable #Saneamiento #IngenieriaSanitaria #AguaParaTodos #RecursoHidrico,¿Estás formulando saneamiento rural? Escríbenos: comercial@sosinggroup.com,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_81.png
82,2026-11-16,Formación continua del equipo: en qué nos actualizamos,"La normativa ambiental colombiana cambia más rápido que cualquier plan de estudios. Actualizarse no es un beneficio: es condición para que el entregable sirva.

En qué nos actualizamos y por qué:

· NORMATIVA VIGENTE. Un estudio que cita una norma derogada se devuelve. Revisamos cambios normativos y términos de referencia antes de estructurar cada propuesta.
· SISTEMAS DE REFERENCIA Y SIG. La cartografía oficial cambia de marco y de origen. Trabajar con el origen equivocado invalida un anexo cartográfico completo.
· MODELACIÓN hidrológica, hidráulica y de redes. Correr un modelo es fácil; calibrarlo e interpretarlo es lo que se aprende.
· MUESTREO Y METROLOGÍA. Toma, preservación, transporte y cadena de custodia.
· TAXONOMÍA. La identificación en campo se sostiene con material de referencia y consulta a herbario, no con memoria.
· CONTRATACIÓN PÚBLICA. Documentos tipo, pliegos y operación de plataforma.

Y una práctica interna: quien va a una capacitación técnica la replica al equipo. El conocimiento que se queda en una sola persona no es una fortaleza. Es un riesgo operativo.","La normativa ambiental cambia más rápido que cualquier plan de estudios. Actualizarse no es un beneficio: es condición para que el entregable sirva.

En qué nos actualizamos:
· Normativa vigente — un estudio que cita norma derogada se devuelve
· Sistemas de referencia y SIG — el origen equivocado invalida todo el anexo cartográfico
· Modelación — correr el modelo es fácil; calibrarlo e interpretarlo es lo que se aprende
· Muestreo y metrología
· Taxonomía, con herbario y material de referencia
· Contratación pública y plataforma

Y una regla interna: quien va a una capacitación la replica al equipo.

El conocimiento que se queda en una sola persona es un riesgo operativo.",#SOSING #Valledupar #Cesar #EquipoSOSING #IngenieriaColombia #TalentoDelCesar #SeguridadYSalud #OrgulloVallenato,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_82.png
83,2026-11-17,Invitación abierta a socios de consorcio,"INVITACIÓN ABIERTA A EMPRESAS PARA CONFORMAR CONSORCIOS O UNIONES TEMPORALES

Somos SOSING S.A.S., con sede en Valledupar: ingeniería ambiental, forestal, gestión del riesgo, interventoría y obra civil en Cesar y La Guajira.

LO QUE APORTAMOS, verificable en nuestro RUP:
· 42 contratos ejecutados y certificados
· 10.017,92 SMMLV de experiencia acumulada
· Mayor contrato individual: 1.119,79 SMMLV
· Liquidez 5,47 · endeudamiento 0,30 · cobertura de intereses 462,66
· Equipo técnico propio y conocimiento del territorio

LO QUE BUSCAMOS EN UN SOCIO:
· Capacidad financiera y patrimonio que complementen los nuestros y habiliten en procesos de mayor cuantía
· Capacidad residual disponible
· Experiencia en códigos UNSPSC complementarios, no repetidos
· Disposición a firmar un acuerdo de consorcio detallado ANTES de presentar

Si su empresa tiene músculo financiero y necesita experiencia técnica acreditada en ambiental, forestal, gestión del riesgo o interventoría, hablemos.

Enviamos RUP y portafolio para que los estudie con tiempo. Estas conversaciones no se dan la semana del cierre.","INVITACIÓN ABIERTA A SOCIOS DE CONSORCIO

SOSING S.A.S. — Valledupar. Ambiental, forestal, gestión del riesgo, interventoría y obra civil en Cesar y La Guajira.

LO QUE APORTAMOS (verificable en RUP):
· 42 contratos ejecutados y certificados
· 10.017,92 SMMLV acumulados
· Mayor contrato individual: 1.119,79 SMMLV
· Liquidez 5,47 · endeudamiento 0,30
· Equipo propio y conocimiento del territorio

LO QUE BUSCAMOS:
· Capacidad financiera y patrimonio complementarios
· Capacidad residual disponible
· Códigos UNSPSC complementarios, no repetidos
· Acuerdo de consorcio firmado ANTES de presentar

Enviamos RUP y portafolio. Estas conversaciones no se dan la semana del cierre.",#SOSING #Valledupar #Cesar #ContratacionPublica #SECOPII #Licitaciones #Consorcio #RUP #AlianzasEstrategicas,Alianzas: comercial@sosinggroup.com · WhatsApp +57 311 660 8217,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_83.png
84,2026-11-18,El bosque de galería: la franja que sostiene el río,"La franja de árboles que bordea un río no es decoración del paisaje. Es infraestructura.

Qué hace un bosque de galería, en términos medibles:

· SOSTIENE LA ORILLA. Las raíces amarran el talud. Donde se elimina, la orilla se socava y el cauce migra. Reconstruirla con obra cuesta muchas veces más que haberla dejado en pie.
· REGULA LA TEMPERATURA DEL AGUA. La sombra baja la temperatura y sube el oxígeno disuelto. Un tramo sin sombra tiene menos vida acuática.
· FILTRA LO QUE BAJA DEL POTRERO. Sedimentos y nutrientes de la escorrentía quedan retenidos antes de llegar al agua.
· ALIMENTA EL RÍO. La hojarasca que cae es la base de la cadena trófica del cauce.
· CONECTA. En un paisaje de potreros suele ser el único corredor por donde se mueve la fauna.

La norma reconoce la función: hay faja forestal protectora a lado y lado de los cauces, y el país cuenta con criterios técnicos para acotar rondas hídricas.

Y la parte incómoda de la restauración: sembrar en la ribera sin aislar el potrero es sembrar forraje. Restaurar bosque de galería es 20% siembra y 80% cerca y mantenimiento.","La franja de árboles que bordea un río no es paisaje. Es infraestructura.

· SOSTIENE LA ORILLA — sin raíces el talud se socava y el cauce migra. Reconstruirlo con obra cuesta mucho más
· REGULA LA TEMPERATURA — sombra = menos calor, más oxígeno disuelto
· FILTRA lo que baja del potrero antes de llegar al agua
· ALIMENTA el río: la hojarasca es la base de la cadena trófica
· CONECTA — en un paisaje de potreros es el único corredor de fauna

Hay faja forestal protectora a lado y lado del cauce, y criterios técnicos para acotar rondas hídricas.

Y lo incómodo: sembrar sin aislar el potrero es sembrar forraje.

Restaurar es 20% siembra y 80% cerca.",#SOSING #Valledupar #Cesar #SierraNevada #MedioAmbiente #Caribe #Colombia #Biodiversidad,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_84.png
